Teks|Sentimen
Ada yang masih setia sama saham UNVR? . Dirty Vote Gejayan Memanggil Baru 25% [URL]|Netral
[USERNAME] Duh UNVR ini saham impian lho padahal. Dulu pas 2018 ikut SPM, yg diambil contoh selalu ini saham. Mana perusahaan besar kan. Jadi angan2 punya saham Unilever. Haha. Setelah tau saham, ternyata gak segampang itu.|Negatif
Awal liat saham UNVR pas kuliah di harga 10 rbu/lembar, sempet kepikiran mau beli tpi alhamdulillah dlu blm ada jiwa2 FOMO|Negatif
Untuk saham top gainer &amp top loser: Top Gainer ADMF, Rp. 11,950 (+600) DSSA, Rp. 120,500 (+500) PANI, Rp. 5,300 (+410) Top Loser CUAN, Rp. 7,300 (-500) SMMA, Rp. 14,475 (-350) UNVR, Rp. 2,920 (-350) [URL]|Netral
Kkwkwkw dr 2019 sy sdh delet unvr sbg saham long invest|Negatif
Saham UNVR Anjlok, Boikot Israel, dan Prediksi Kinerja Keuangan [URL]|Negatif
Saham $UNVR ini sejak 2018 kerjaannya cuma bikin new low. Belum sembuh-sembuh 😅|Negatif
"Nasihat investasi populer: Belilah saham perusahaan yang produknya kamu pakai sehari-hari"" Saham $UNVR : [URL]"|Negatif
Harga saham PT Unilever Indonesia Tbk (UNVR) jatuh menembus Rp3.000/saham, terendah dalam lebih dari 1 dekade. Simak selengkapnya: [URL] [URL]|Negatif
scalping UNVR: portofolio warteg saham BY JO: per tgl 12 Februari 2024: neh: [URL]|Netral
"[USERNAME] boro-boro mau komen. udah diblok sejak unileper di 6000. gara-gara saya komen mending beli bumi daripada unvr"" eh malah bumi yang bagger kan 🫵🏻🤣"""|Negatif
Harga saham UNVR turun 8% ke 3000 hari ini setelah pengumuman laba yg terus turun. [URL]|Negatif
Sampai akhirnya, tren pertumbuhan mulai stagnan bahkan menurun, wajar kini saham UNVR terus dianggap mahal. Lalu berapa murahnya? Ulasan lengkap saham UNVR bisa cek di sini: [URL]|Negatif
Dengan posisi PE UNVR saat ini masih berada di dekat standard deviasi minus 1 dalam lima tahun terakhir, apakah harga saham UNVR sudah murah?|Netral
Pendapatan turun 16 persen, dan laba bersih turun 32 persen dibandingkan dengan periode sama tahun sebelumnya. Efeknya pun langsung memukul kinerja akumulasi sepanjang 2023, sehingga ada kemungkinan saham UNVR sedikit tertekan di pembukaan market 12 Februari 2024.|Negatif
Apakah saham $UNVR sudah murah setelah harganya turun 67% dalam 5 tahun? [URL]|Netral
Unilever (UNVR) Jual Beberapa Aset Lini Ice Cream, Sudah Masuk dalam Neraca 2023 [URL] [HASHTAG] [HASHTAG] [HASHTAG]|Netral
Prospek Saham Unilever (UNVR) di Tengah Strategi Pemulihan dan Potensi Dividen [URL]|Positif
manajemen transaksi saham UNVR dalam portofolio warteg BY JO: periode 01 Februari 2018 s/d 07 Februari 2024: gambaran secara kasar menunjukkan tren penurunan harga saham UNVR: juga berimbas ke RASIO nas n CUTE portofolio: tapi tetap dapat dividen, bahkan Dividend Yield oke: [URL]|Negatif
PT Unilever Indonesia Tbk (UNVR) mencatatkan penjualan bersih sebesar Rp 38,6 triliun dan laba bersih sebesar Rp 4,8 triliun sepanjang 2023. [URL] [HASHTAG] [HASHTAG] [HASHTAG]|Netral
kgt bgt saham unvr 3k an, terakhir ngecek 2019 masih tinggi bgt😀|Negatif
IHSG Ditutup Menguat ke Level 7.238, Saham ASII hingga UNVR Ikut Menghijau (Jumat, 2 Februari 2024) [URL]|Positif
IHSG Ditutup Menguat ke 7.238, Saham ASII, UNVR, hingga BREN Hijau [URL]|Positif
Karna udh dengar bbrp principle yg ngeluh. Auto cek liat saham fmcg $myor $good $klbf $mppa $kino $unvr parah pada downtrend semua 🥲. Yang mendingan cuma $icbf|Negatif
Melihat Siapa yang Masih Jor-joran Serok Saham Unilever (UNVR) [URL]|Netral
Aku baru himpun sekitar 6 saham dividen jumbo yang kasih jebakan tersebut seperti: $INTP (2017-2021), $UNVR $HMSP $GGRM $LPPF dan satu lagi cek di artikel ini ya: [URL]|Negatif
Tiba2 keinget saham unvr ku yang on the floor 💩|Negatif
[USERNAME] Keinget dulu awal kenal saham, gw nemu akun yg edukasi saham gembor2 kalo unvr itu bluechip (5th yg lalu). Padahal tu akun sering dijadiin panutan sama newbie2. Secara perusahaannya sih oke bagus, tp secara nilai sahamnya (per, pbv) sudah terlampau mahal. Kasian yg nyangkut.|Negatif
[USERNAME] turut berduka cita buat apestor UNVR, 5 th invest cuma dapet hikmahnya aja klo chart kek gitu mending masuk deposito 🤣|Negatif
Shm! $UNVR semakin longsor saudara-saudara 😭 [URL]|Negatif
[USERNAME] Boomer2 aj yg pya saham unvr|Negatif
Apakah memang sudah tidak tertolong 🤔 shm! $UNVR ??? [URL]|Negatif
nunggu 5 tahun juga itu belum menghitung resiko penurunan harga sahamnya seperti saham UNVR yang konsisten bergerak dalam tren turun dari awal tahun 2018|Negatif
[USERNAME] yang pasti bukan $UNVR|Negatif
Portofolio membaik setelah menjual seluruh saham UNVR dan GGRM. Sdhlah 🤣|Negatif
IHSG Diprediksi Fluktuatif Awal Pekan, Cek Saham ESSA, AKRA &amp UNVR [URL]|Netral
[USERNAME] Nangis!!! Ke inget UNVR HMSP akhirnya cutloss|Negatif
[USERNAME] Mungkin aja ketemu di bursa saham bang, alias si investor Unvr|Netral
Investor Meningkat! Saham Unilever Indonesia (UNVR) Semakin Menarik Perhatian [URL]|Positif
Diam-diam Ramai Investor Serok Saham Unilever Indonesia (UNVR) [URL]|Positif
[USERNAME] menurut saya ada beberapa saham pak yang bisa, contoh simple nya yang membagikan dividen yeild rutin tiap tahun nya, tetapi jika kita liat saham-saham kaya $GOTO kita hold kita gak dapet momentum harga bawah, dan $UNVR beli di apr 2020 dan masih hold malah merugi selama 3 thn.|Negatif
Me yg masih punya saham UNVR tp ga bisa buang krn minus dalem, yakali buang duit puluhan juta hiks|Negatif
"Bertemu oma-oma di RUPS UNVR, masih bawa saham warkat. Lalu, menasehati Masih muda, jangan boros! Waktu masih kerja, saya beli ORI 001"". Saya: hmm... beneran investor senior."""|Netral
IHSG Hari Ini Menguji Level 7.231, Cermati Saham UNVR, PWON hingga HMSP [URL]|Netral
Dah lama ga cek aplikasi saham. Baru ngeh gue punya saham Unilever. Ngeboikot produk2nya eh tapi malah masih punya sahamnya. Mau w jual aja besok. Gpp jual rugi soalnya saham UNVR sempet terjun bebas. Krn performance mreka kurang ok sih, ditambah boikot. Jadi, yok lanjut boikot💪 [URL]|Negatif
IHSG Sesi I Turun 0,4%, Saham UNVR hingga GOTO Berguguran [URL]|Negatif
IHSG Hari Ini Menuju 7.130, Cermati Saham BBCA, ASSA, ESSA &amp UNVR [URL]|Netral
Ira menjual 870.000 saham UNVR atau setara 0,002% pada harga Rp3.650 per saham pada 2 November 2023. Dengan demikian, nilai transaksi penjualan saham ini mencapai Rp3,17 miliar.|Netral
Sebelum Resign, Ira Noviarti Jual Saham Unilever (UNVR) Rp3,17 Miliar Presiden Direktur PT Unilever Indonesia Tbk. (UNVR) Ira Noviarti menjual seluruh saham UNVR yang dimilikinya sebelum resmi melepas kursi kepemimpinan. [URL]|Netral
Kepemilikan saham petinggi2 nya UNVR 😂|Negatif
Sebelum Resign, Ira Noviarti Jual Saham Unilever (UNVR) Rp3,17 Miliar [URL]|Netral
28 Maret 2022 pembelian saham UNVR pada harga 3.460. Pada 2 November 2023 dijual pada harga 3.650. Return dari capital gain 5,49% dan dividen 6,47%. Jadi total return 11,96%. Masih lumayan, hampir 6% per tahun. 🤔|Positif
Mantan Direktur Utama PT Unilever Indonesia Ira Noviarti menjualnya 870.000 saham UNVR di harga Rp 3.650 pada 2 November 2023. [URL]|Netral
Mantan Presiden Direktur PT Unilever Indonesia Tbk (UNVR) Ira Novianti memutuskan untuk menjual saham yang dimilikinya di perusahaan tersebut. Setelah pada sebelumnya pada 24 Oktober lalu dia mengajukan pengunduran diri. [URL] [URL]|Netral
Eks Presiden Direktur PT Unilever Indonesia Tbk (UNVR), Ira Noviarti menjual seluruh sahamnya di perusahaan, pada 2 November 2023. Alasan pelepasan saham tersebut untuk keperluan pendidikan anak. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL] [URL]|Netral
Eks Presiden Direktur PT Unilever Indonesia Tbk (UNVR), Ira Noviarti menjual seluruh saham perusahaan pada 2 November 2023, nilainya capai Rp 3,17 miliar. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]|Netral
PT Unilever Indonesia Tbk (UNVR) merivisi jadwal dividen tunai interim. UNVR akan membagikan dividen interim untuk tahun buku 2023 sebesar Rp2.403.450.000.000 atau Rp63 per saham. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]|Positif
Sandeep Kohli &amp Shiv Sahgal, masing-masing Direktur PT Unilever Indonesia Tbk (UNVR), mengajukan permohonan pengunduran diri dari jabatannya selaku Direktur pada 23 November 2023. UNVR akan menyelenggarakan RUPS untuk menindaklanjuti pengunduran diri tersebut. [HASHTAG] [HASHTAG] [HASHTAG] [URL]|Netral
PT Unilever Indonesia Tbk (UNVR) akan membagikan dividen interim untuk tahun buku 2023 sebesar Rp2.403.450.000.000 atau Rp63 per saham. UNVR mencatatkan Laba Bersih pada 30 September 2023 sebesar Rp4.188.857.000.000. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]|Positif
[USERNAME] Sebulan terakhir saham UNVR anjlok 11% efek dr boikot, padahal udah di bantu pengumuman pembagian dividen 2,4T tp tetep g ngaruh, skr malah ad berita ginian, pemilik UNVR senin siap2 jantungan.|Negatif
[USERNAME] [USERNAME] [USERNAME] Biarin dia bakal ngeyel terus klo dikasih tau. Yg pernah hold saham UNVR 6000 an cuma nyengir liat komen dia.|Negatif
UNVR) telah mengumumkan rencananya untuk memberikan dividen interim sebesar Rp 63 per saham kepada para pemegang sahamnya. [URL]|Positif
Dah bisa beli saham unvr belum prof [USERNAME] ?|Netral
Saham Unilever (UNVR) Menguat Usai Umumkan Pembagian Dividen Interim Senilai Rp2,40 Triliun [URL] [HASHTAG]|Positif
Selamat siang Teman Alinea. Usai ramai gerakan boikot produk Israel, saham perusahaan [HASHTAG] [HASHTAG] [HASHTAG] mengalami pelemahan. Apa betul? Cek di sini: [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]|Negatif
Jadwal Dividen Unilever (UNVR) 2023, Rp63 per Saham [URL]|Positif
Unilever (UNVR) Bagi Dividen Rp63 per Saham Total Rp2,4 Triliun, Cek Jadwalnya [URL]|Positif
IHSG Berisiko Lanjut Melemah, Saham PGAS, PTBA &amp UNVR Layak Dicermati [URL]|Negatif
[USERNAME] UNVR dimiliki dan dikendalikan oleh UNILEVER INDONESIA HOLDING B.V yang memegang porsi saham sebanyak 32.424.387.500 lembar atau setara 84,99%. Mereka adalah salah satu perusahaan consumer goods global terbesar asal Belanda. [URL]|Netral
[USERNAME] So soan nyalahin boikot. Saham unvr gue udh anjlok dr 2020. Rugi 10%. Dr harga 8000an sknrg udh 5000an|Negatif
Secara teknikal IHSG masih berpotensi menguat uji Resistance area 7000. Adapun saham dengan kapitalisasi besar berpotensi menguat mendukung kenaikan IHSG : BBRI BBCA BREN UNTR TLKM Swing Trade : TLKM, UNVR, INDF Fast Trade : BIPI, MKTR, TNCA Stoploss &lt 5% *Disclaimer On* [URL]|Positif
"[USERNAME] Berarti, dahsyat emang gerakan BDS ini. Saham UNVR aja mulai turun terus.. Bahkan produknya di beberapa minimarket dijual tebus murah"". Tapi bagi para pekerjanya, semoga dpt yg terbaik dari Allah SWT. Pasti dr pintu mana pun rezeki akan datang.."""|Negatif
[cm] halo gais mau nanya dong kira2 pemboikotan produk pro israel ini ada ga ya yg udah ngaruh ke penurunan harga saham? td rencananya pgn ngeforecast harga saham unvr buat skripsi tp setelah baca2 unvr emg udh turun dari dulu. huhu bingung. makasih sebelumnya yg udh jawab!!|Negatif
Secara pekanan, kinerja UNVR berada dalam tekanan dengan rata-rata penurunan mencapai lebih dari satu persen. Adapun selama satu bulan terakhir, saham UNVR anjlok 11,14 persen dan menyentuh level terendah dalam satu terakhir di posisi 3.410. Di samping isu boikot, penurunan… [URL]|Negatif
Nasib Saham Unilever (UNVR) &amp [HASHTAG] Starbucks (MAPB) di Tengah Seruan Boikot Israel [URL] [HASHTAG] Laden|Negatif
Terpaksa jual saham UNVR dengan loss 712k 😔 Makin ditahan malah makin turun bangke. Mana support israhell|Negatif
Saham $UNVR memang sudah turun sejak 3 tahun lalu karena kinerja perusahaan yang terus menurun, terlihat dari EPSnya (188 pada 2020, 151 pada 2021, dan 141 pada 2022). Pasar menghargai $UNVR seharga 132T, padahal ekuitasnya hanya 5T, berarti masih overpriced ~20x lipat 🥵|Negatif
Jika ditarik lebih jauh ke belakang, dibandingkan lima hari lalu, harga saham UNVR telah merosot sebesar 160 poin atau 4,44% dari angka Rp3.600 per saham [URL]|Negatif
Saham Unilever mah udah dari dulu menurun terus anjir 🤣 Mau boikot kek, mau apalah, UNVR emang lagi downtrend terus, gak ada pengaruh nya dari boikot|Negatif
Pinter aja yang bikin berita, biar dapat simpati. Saham UNVR mah sudah longsor sejak lama. Malah di kalangan trader dijadiin joke 😆|Negatif
[USERNAME] Sebelum adanya gerakan boikot memang saham $UNVR turun trs, mungkin karena udh banyak pesaing lokal jg.|Negatif
apaan siii, daridulu saham unvr emang udah tertekan 😅😅😅|Negatif
[USERNAME] Nanti lihat kinerja kuartal IV. Skrg saham UNVR mgkn kena tekanan temporer doang.Kl rilis kinerjanya anjlok,sahamnya bakal turun lbh dalam. Gw sih ga menyuarakan BDS, tp bismillah mulai transisi menghindari produk UNVR dan lainnya yg terafiliasi🇮🇱.Cm produk yg ada habiskan dulu.|Negatif
[USERNAME] Klo ngikutin saham UNVR darilama sih ga kaget, sebelum tren boikot ini emang turun terus sahamnya wkwkw|Negatif
Laju Saham Unilever (UNVR) hingga Pizza Hut (PZZA) saat Seruan Boikot Israel Menggema [URL]|Negatif
PT Unilever Indonesia Tbk (UNVR) akan menyelenggarakan [HASHTAG] Luar Biasa pada 19 Desember 2023 pukul 10.30 WIB. Pemegang [HASHTAG] yang namanya tercatat dalam Daftar Pemegang Saham UNVR pada 24 November 2023 pukul 16.00 WIB berhak hadir atau diwakili dalam acara tersebut. [HASHTAG] [HASHTAG] [URL]|Netral
Saham-Saham di Balik Produk Sasaran Boikot Israel, MAPI, PZZA, hingga UNVR [URL]|Negatif
Indeks Bisnis-27 Ditutup Melemah, Saham SMGR, MTEL hingga UNVR Loyo [URL]|Negatif
Bu guru yoshinaga pun terdiam karna teringat dgn saham $UNVR avg 7500 yg ada di portonya.|Negatif
EMITEN-EMITEN Saham di Indonesia yang mendukung Israel / Zionis. Berdasarkan Fatwa MUI Nomor 83 Tahun 2023, kita HARUS menghindari dan MEM BOIKOT produk perusahaan yang mendukung Israel / Zionis. 1. UNVR 2. MAPI 3. PZZA 4. MAPB 5. FAST 6. MAXI 7. GRPM 8. ADES 9. MAPA|Negatif
PT Unilever Indonesia Tbk (UNVR) telah memublikasikan Laporan Keuangan Kuartal III 2023. Pendapatan UNVR menyusut 3,28% dan Laba Bersih menurun 9,17% dibandingkan dengan periode yang sama pada tahun sebelumnya. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]|Negatif
Semakin tidak punya alasan utk hold saham unvr|Negatif
[USERNAME] Sb, unvr, memang mereka lagi turun aja performanya dari dulu. Justru yg kenceng diboikot ky mcd malah kalo dilihat dari saham justru lagi naik. Plis lah aksi sih aksi tapi rada ngotak dikit lah, minimal pelajari dulu kalo gapaham sesuatu tuh|Negatif
[USERNAME] [USERNAME] [USERNAME] rumornya krna saham UNVR aka unilever stagnan di bbrp tahun terakhir. that's why undur diri|Negatif
yaAllah untung aja ga beli saham unvr|Negatif
Lupa kmrn belum jual saham UNVR 🥴🥴|Negatif
[USERNAME] [USERNAME] Kasian bener UNVR kena su'udzon 🤣|Negatif
[USERNAME] [USERNAME] balik lagi kyak konsepnya DCA itu hanya bisa dilakukan di saham yg tren grotwhnya masih ada, dan masih bertahan di atas support trend bullish kalo tiap bulan top up, dengan dalih saham bluechip tapi gamau analisa lapkeu sudah pasti ga maksimal. bahkan rugi cth: unvr, sido|Negatif
[USERNAME] UNVR lagi big downdtrend bahkan di weekly, salah masuk. Mantulpun di support kayaknya susah ke harga semula. [URL]|Negatif
Shm! Kalau kalian di posisiku mending gmn ya? Ini aku hold sejak unvr masih tinggi (gara2 dlu satu akun dipegang sama pasangan berdua malah salah paham, sama dia di allin kesini waktu dulu) jadi minusnya dalem bgt. Sekarang loss 2 digit. Mau CL kok rasanya blm (cont) [URL]|Negatif
[USERNAME] Banyak yang bilang mau boikot Walls ( $UNVR ), kalau betul terjadi. Mungkin akan berdampak pada $CAMP 🤔 secara persaingannya jadi tidak terlalu ketat.|Negatif
Aku setuju kalian tim boikot, tapi validasi berhsil boikotnya jgn liat saham guis :'). Tapi tu yg komen kek pada tim funda semua wkwk. Dah keliatan kah sinyal rebound/udh pindah profil😬😂 Serok gihh $UNVR lagi diskon tapii wkwkwk|Positif
[USERNAME] Saham UNVR Indonesia hari ini anjlok -4.77%, itu baru benar. Kalau -0.7% mah koreksi sehat aja [URL]|Negatif
[USERNAME] Gk usah pakai sentimen israel unvr mah lagi boncos🤣|Negatif
selama 3 tahun terjun invest saham, unvr ini saham paling awikwok si. Yg mana abis pandemi saham sektor sejenisnya balik perlahan ke harga normal. Tp unvr malah terjun payung, alias turunnya pelan2 trs ga balik2😀|Negatif
"momen ketika lu ikut seminar Belilah saham yang produknya sering kalian pakai, seperti $UNVR"" [URL]"|Negatif
[USERNAME] Emg unvr mah sahamnya lagi mrosot bos|Negatif
[USERNAME] Emang penjualannya stagnan, jadi kehilangan kepercayaan sama pemegang saham. CEO yang baru dituntut kreatifitasan nya untuk mendongkrak lagi penjualan produk² UNVR|Negatif
Kinerja saham nggak akan langsung ambles hanya karena isu boikot. UNVR memang kemahalan sih. PBV-nya aja 26.59.|Negatif
[USERNAME] [USERNAME] Masih banyak saham yang lebih bagus dari unvr, pbv nya udah ratusan mending cari yang lain ajaa|Negatif
[USERNAME] [USERNAME] Engga kok. Stock market juga sensitif sekali dengan isu2 atau sentimen. Bahkan yg gak masuk akal sekalipun. Jadi ya stock market sometimes work like that *Di luar konteks PBV UNVR yg memang mahal|Negatif
[USERNAME] mah nanya untuk para suhu, apakah ini waktu yang tepat untuk nyerok UNVR?|Netral
[USERNAME] Sebelum ada isu boikot memang sudah ambles $UNVR 🤣 harus banyak bersabar dengan consumer goods satu ini memang 🤭|Negatif
shm! $UNVR kena boycott ambles juga jadinya [URL]|Negatif
[USERNAME] Saham dan profitabilitas unvr terus menurun gais walaupun jauuh banget dari bangkrut. Kalau mau boikot ya boikot aja yg bisa, yg produk nya bagus dan belom ada pengganti setara ya pakai aja dulu. Setan2 eropa perlu kita hadapi bersama. [URL]|Negatif
dah lama ga mantengin saham agak kaget liat unvr segini harga sahamnya|Negatif
[USERNAME] Ooo..itu lain issue nya. Katanya sih investor mulai meninggalkan UNVR krn pelit bagi devidend dibanding dgn saham blue chip lainnya. [URL]|Negatif
Apakah aku harus jual saham unvr ku :”) tp cut loss wkwkkkw😭🤚🏻|Negatif
Kita sbg investor di IHSG menghindari saham death star kayak UNVR, terbukti setelah stock split meroket ke bawah. Sorry|Negatif
[USERNAME] Saham UNVR anjlok, sampai akhirnya cutloss lah. Bye UNVR hahaha|Negatif
[USERNAME] Pengaruh ke harga saham UNVR hari senin bagaimana?|Netral
Laba anjlok hampir 50% dalam 5 tahun terakhir. Nyaris sama dg anjloknya harga saham Unvr dlm periode yg sama. Kalau tren penjualan yg stagnan terus berlangsung, harga saham akan makin anjlok.|Negatif
[USERNAME] Yang masuk saham UNVR dari Oktober 2017 ya harus banyak bersabar dan semoga dapat pengganti dari saham lain.|Negatif
Kemungkinan besar pemegang saham Unilever dan pihak UNVR Global kurang puas dg kinerja bu Ira dalam melakukan proses turning around. Tren penurunan kinerja sdh terjadi sejak 2018, dan terus berlanjut hingga saat ini.|Negatif
Indeks Bisnis-27 Dibuka Naik, Saham INCO, MDKA &amp UNVR Pesta Cuan [URL]|Positif
Saham $UNVR turun, apakah saatnya serok? katanya kinerjanya membaik|Positif
Indeks Bisnis-27 Dibuka Melemah, Saham BFIN Boy Thohir hingga UNVR Merosot [URL]|Negatif
Sepercik Harap untuk Saham Unilever (UNVR) [URL]|Positif
Good news buat holder $UNVR ‼️ $UNVR membukukan pertumbuhan laba bersih sebesar +21% YoY dan +6% QoQ menjadi Rp1,4 T pada 3Q23. Laba bersih pada 9M23 turun -9% YoY menjadi Rp4,2 T, setara 75% dari estimasi FY23 konsensus. Harga saham $UNVR pun sedang naik dalam sebulan terakhir. [URL]|Positif
contohnya saham UNVR diatas, kalau dari masa lalu kenaikan harganya konsisten tapi skrg trenddnya menurun, Cr: [URL] [URL]|Negatif
Ada yg masih gapercaya kalau saham itu bikin kaya? Nih ada data yg ngebahas hal tsb Menurut [URL] Dengan membeli saham UNVR secara rutin sebesar Rp 500 ribu per bulan selama 11 tahun (total Rp 66 juta),|Positif
Indeks Bisnis-27 Ditutup Melejit, Saham TBIG, UNVR &amp ASII Cuan Gede [URL]|Positif
[USERNAME] Unvr dong... produk nya ada di mana mana, dipakai sehari hari, paling cepat nemu kalau cari|Positif
2. UNVR: ini juga kinerja keuangannya mulai stagnan sejak 2017-2018. Induk usaha bongkra lini bisnis, tapi tampaknya belum berhasil hingga kini. Teranyar, saham ini mau lego brand miliknya lagi.|Negatif
Namun, kali ini aku nggak mau ngobrolin soal pasar saham. Bosen juga karena kondisinya masih gitu-gitu aja. Kali ini, aku mau ngomongin yang santai dulu, yakni valuas sebuah saham yang dilihat dari tren $UNVR $GOTO dan $HMSP|Netral
[USERNAME] Ga bisa ngebayangin harga sahamnya perusahaan FMCG yg produknya dipakai sehari - hari di kala itu.... Otw borong UNVR dari sekarang..|Positif
Indeks Bisnis-27 Ditutup Melemah, Saham JSMR, UNVR &amp BFIN Tetap Melaju [URL]|Positif
$UNVR masih ada kah yang pegang saham ini? atau hold keras dari beli pasca stock split di Rp8.000 masih hold? [URL]|Netral
IHSG Rawan Koreksi, Cermati Saham BIRD, ESSA, EXCL &amp UNVR [URL]|Negatif
[USERNAME] Saham $UNVR ketar ketir nih|Negatif
IHSG Rawan Koreksi, Analis Rekomendasikan Saham ADRO dan UNVR - Katadata [URL]|Negatif
IHSG Rawan Terkoreksi, Cek Saham BBRI, BBCA, ICBP, hingga UNVR [URL]|Negatif
IHSG Rawan Koreksi, Analis Rekomendasikan Saham ADRO dan UNVR [URL]|Negatif
Saham Trading pilihan : PWON WIKA TLKM UNVR BDMN . Hokben Innalillahi Zionis Pernah Saw X Sarapan Kamis Israel Pagii [URL]|Positif
IHSG Hari Ini Rawan Koreksi, Saham ADRO, AMRT &amp UNVR Bisa Cuan [URL]|Negatif
buat bocorannya biar gak sia2 baca thread ini: saham $UNVR itu turun terus karena harga sahamnya udah naik terlampau tinggi di periode 2011-2017 yang tidak diiringi dengan pertumbuhan kinerja yang solid. Sampai detik ini, UNVR masih tertatih2.. detailnya ada di blog kami ya|Negatif
Jujur aja waktu itu $UNVR saham yang wah banget. Mungkin psikologis karena kalau mau jangkau modalnya gede kali yak.. Pas ada kabar stock split jadi euforia gitu|Positif
Cerita Saham UNVR yang Lagi Naik Tapi ini bukan cerita indahnya, tapi sisi gelap saham UNVR yang bikin banyak orang trauma.. untungnya ane gak ikutan sih [URL]|Negatif
Saham PGEO, UNVR, JSMR Berpotensi Cuan saat IHSG Rawan Terkoreksi [URL]|Positif
Kamu lagi pegang saham consumer goods apaan nih? $IHSG $ICBP $MYOR $UNVR $SIDO|Netral
$UNVR ga ada harapan lagi kh? 😞 shm!|Negatif
[USERNAME] [USERNAME] Disuruh beli UNVR dari 8000 loh nanti 🤣|Negatif
Saham UNVR Melonjak di Tengah Kabar Penjualan 'Elida Beauty' [URL]|Positif
[USERNAME] Sido unvr btps ptba lagi pd diharga bawah|Positif
Rekomendasi Saham Pilihan Hari Ini, Ada ITMG hingga UNVR [URL] [URL]|Positif
IHSG Diprediksi Rebound, Saham BBCA dan UNVR Masuk Rekomendasi [URL]|Positif
[USERNAME] Moat by default orang mungkin BBCA BBRI UNVR TLKM. Tapi kalau economic moat dalam analogi kafe C gak akan jauh2 dari SIDO , BMRI, UNVR ama TLKM. Moat di kafe C pakai analogi batubara soalnya kedepan ketemu dekarbonisasi dan ebt. Kecuali mungkin emitennya jg mainan ebt. CMIIW|Positif
[HASHTAG] inilah update terbaru kapitalisasi market emiten. Dengan [HASHTAG] yang nyaris terdepak keluar dari 10 besar. Dimana 2 saham rokok yg sebelumnya selalu dominan, saat ini sudah tidak ada. [URL]|Negatif
IHSG Hari Ini Rawan Koreksi, Cek Saham ACES, ESSA, INKP, UNVR [URL]|Negatif
IHSG Diprediksi Melemah, Analis Rekomendasi Saham ANTM dan UNVR [URL]|Negatif
10 Saham Paling Laris Diborong Asing, TLKM, UNVR hingga ICBP [URL]|Positif
[USERNAME] Value Growth Dividend Ada 3 basis yang bisa dijadikan investasi. Kalo value lu anggap mahal dan ga bagi dividend, msh bs berharap sama growth ratenya yang tinggi. Tapi ya hati2, begitu growthnya stop biasanya harga saham dibanting ting ting ting. Contoh? $ARNA $UNVR $SE|Negatif
UNVR Unvr terpenuhi seleksi saham murah f45 dengan target jual di 3950 [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]|Positif
PT Unilever Indonesia Tbk (UNVR) telah memublikasikan Laporan Keuangan Semester I 2023. Pendapatan UNVR turun 5,46% &amp Laba Bersih merosot 19,54% dibandingkan dengan periode yang sama pada tahun lalu. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]|Negatif
[USERNAME] tanya aja disebelah mas, sorean. Saya mau rapat jadi umbi swasta dulu nih ke kantor. UNVR emang dulu saya mikirnya bukan ke grow, cuma buat parkir uang karena itu kan saham anti badai. Edan malah turun terus. Belum ngerti2 banget funda, taunya itu aman dari covid.|Negatif
[USERNAME] Itu saya udah punya dikit hasil CL saya yang sangkut mas, ada 5 saham sangkut. Salah duanya, INKP UNVR CL INKP buat tambah PANI. Ini mau CL UNVR sayang banget 🤣|Negatif
THS adro, unvr, n wika: bervariasi. Tren Nilai Aset Saham adro, unvr, n wika KOMPAK naek dalam periode 06 November 2015 s/d 18 Agustus 2023, neh : [URL]|Positif
[USERNAME] [USERNAME] Ya kalo naik kalo ternyata down kek TLKM ato UNVR gimana|Negatif
[USERNAME] [USERNAME] Bener bgt kak, coba masuk UNVR atau HMSP. Mending deposito kan jadinya|Negatif
Saham Unvr gw tandain lu yakk, Duit gw berkurang cepe Fakkk|Negatif
Sejak kasus $UNVR stock split sempat ada mitos kalau saham yang stock split itu bakal turun harga sahamnya. Siapa yang pernah denger mitos ini?|Negatif
Flow out besar terjadi di IHSG...😱 Follow us 👇 [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]|Negatif
"[USERNAME] awal mula yuk nabung saham"" karena nyangkut jadi nya "" aku investor saham"" aku nyangkut di saham $UNVR $WEGE"""|Negatif
